gvkey;name;factiva_name;factiva_code
170450;ORAMED PHARMACEUTICALS INC;Oracle Corp Japan;ORAJAP
170458;MILLENNIAL MEDIA INC;Millennial Media Inc.;TDFJDI
170520;RADIUS HEALTH INC;Radius Health, Inc.;AMIZGS
170527;POST HOLDINGS INC;Post Holdings Inc.;EOQYRM
170615;AUDIENCE INC;Audience Inc.;BEUNXT
170616;SPLUNK INC;Splunk Inc.;SPLUNI
170617;FACEBOOK INC;Facebook Inc;ONLNFR
170627;MIDSTATES PETROLEUM CO INC;Midstates Petroleum Company Inc.;MPTRLC
170730;ORGANOVO HOLDINGS INC;Organovo Holdings Inc;RERRSI
170750;DIAMONDBACK ENERGY INC;Diamondback Energy Inc;DMDFNG
170759;E2OPEN INC;E2open Inc.;ETWOPN
170841;PHILLIPS 66;Phillips 66 Company;PHLCAP
170904;TUMI HOLDINGS INC;Tumi Holdings, Inc.;TUMII
170945;PUMA BIOTECHNOLOGY INC;Puma Biotechnology Inc.;PUMABI
170961;DURATA THERAPEUTICS INC;Durata Therapeutics, Inc;DURTHP
170965;PERFORMANT FINANCIAL CORP;Performant Financial Corporation;PEFCOR
170969;TESARO INC;TESARO Inc.;NQDEPS
171002;GLOBUS MEDICAL INC;Globus Medical Inc;GMEDNN
171007;SERVICENOW INC;ServiceNow Inc;SWDIEG
171022;STEMLINE THERAPEUTICS;Stemline Therapeutics Inc;STMLNZ
171023;T C P CAPITAL CORP;;
171049;BLOOMIN BRANDS INC;Bloomin' Brands Inc.;OUTBKS
171059;FORUM ENERGY TECHNOLOGIES INC;Forum Energy Technologies Inc.;FOILTI
171067;PALO ALTO NETWORKS INC;Palo Alto Networks Inc.;PALTNK
171097;HYPERION THERAPEUTICS INC;Hyperion Therapeutics Inc. ;HYPTHI
171141;FIVE BELOW INC;Five Below Inc.;FBELOI
174022;REALOGY HOLDINGS CORP;Realogy Holdings Corp.;RLGYCP
174049;P G T INC;;
174077;COMMVAULT SYSTEMS INC;CommVault Systems Inc;CMMVLT
174118;VOLCANO CORP;Volcano Corporation;VOLCNT
174119;HOUSTON WIRE & CABLE CO;;
174134;P T C THERAPEUTICS INC;;
174136;ACHILLION PHARMACEUTICALS INC;Achillion Pharmaceuticals Inc;ACHLON
174222;DUNKIN BRANDS GROUP INC;Dunkin' Brands Group Inc.;ADQSR
174236;SELECT MEDICAL HOLDINGS CORP;Select Medical Holdings Corporation;SLCTM
174310;K B R INC;;
174317;RIVERBED TECHNOLOGY INC;Riverbed Technology, Inc.;RVRBED
174389;EHEALTH INC;eHealth, Inc.;EHEAIN
174390;LEMAITRE VASCULAR INC;LeMaitre Vascular Inc;LEMTRV
174490;WINDSTREAM CORP;;
174541;INNERWORKINGS INC;InnerWorkings, Inc.;INNWRK
174567;INNOPHOS HOLDINGS INC;Innophos Holdings Inc.;INNXPH
174637;I C F INTERNATIONAL INC NEW;;
174647;TRIPLE S MANAGEMENT CORP;;
174648;OSIRIS THERAPEUTICS INC NEW;;
174729;WYNDHAM WORLDWIDE CORP;;
174744;EVERCORE PARTNERS INC;Evercore Inc.;EVCORP
174876;SIRONA DENTAL SYSTEMS INC;Sirona Dental Systems Inc;DENMED
175004;ORBCOMM INC;ORBCOMM, Inc.;ORBCMM
175007;ALLEGIANT TRAVEL CO;Allegiant Travel Co;AGNTRV
175008;AMICUS THERAPEUTICS INC;Amicus Therapeutics Inc;AMTHUS
175079;CHINA BIOLOGIC PRODUCTS INC;China Biologic Products Inc;GRCHLD
175263;WESTERN UNION CO;The Western Union Co.;WUFSI
175308;SUCAMPO PHARMACEUTICALS INV;;
175319;HANESBRANDS INC;Hanesbrands Inc.;HANEBR
175376;SHUTTERFLY INC;Shutterfly Inc;SHUTRF
175404;FIRST SOLAR INC;First Solar Inc.;FSOLAR
175503;GOLD RESOURCE CORP;;
175533;INFINITY PHARMACEUTICALS INC;Infinity Pharmaceuticals Inc;IRORI
175607;SOUTHERN NATIONAL BANCORP VA INC;;
175654;WILLDAN GROUP INC;Willdan Group, Inc.;WGOCT
175686;PRIMORIS SERVICES CORP;;
175689;ARMSTRONG WORLD INDS INC NEW;;
175900;SALLY BEAUTY HOLDINGS INC;SB One Bancorp;SSSBCP
175955;I P G PHOTONICS CORP;;
176022;EMERGENT BIOSOLUTIONS INC;Emergent BioSolutions Inc.;EBIOSI
176169;KANDI TECHNOLOGIES CORP;;
176239;NEWSTAR FINANCIAL INC;NewStar Financial, Inc.;NWSTFI
176247;ALTRA HOLDINGS INC;;
176249;CARROLS RESTAURANT GROUP INC;Carrols Restaurant Group Inc.;CARRHC
176255;GUIDANCE SOFTWARE INC;Guidance Software Inc;GUIDSF
176256;KOHLBERG CAPITAL CORP;KCAP Financial Inc.;KHLBRG
176343;CLEAN ENERGY FUELS CORP;Clean Energy Fuels Corp;CLEEFC
176351;ORITANI FINANCIAL CORP NEW;;
176362;AEROVIRONMENT INC;AeroVironment Inc;AERVNT
176375;PARK STERLING BANK NEW;;
176378;REEDS INC;Reed's Inc.;REEDS
176404;TIME WARNER CABLE INC;Time Warner Cable Inc;TWCAB
176523;NATIONAL CINEMEDIA INC;National CineMedia Inc;RCINEC
176567;SUPER MICRO COMPUTER INC;Supermicro Computer Inc;SUPRMC
176591;EMPLOYERS HOLDINGS INC;Employers Holdings Inc.;EMPLH
176592;H F F INC;;
176595;FORTRESS INVESTMENT GROUP L L C;;
176636;IMPRIMIS PHARMACEUTICALS INC;Harrow Health Inc.;BYWRIN
176670;ACCURAY INC DE;;
176701;INTERACTIVE BROKERS GROUP INC;Interactive Brokers Group Inc;TIMBH
176703;E S S A BANCORP INC;;
176760;DOMTAR CORP;;
176764;BIOFUEL ENERGY CORP;Green Brick Partners Inc;BFULE
176766;TFS FINANCIAL CORP;;
176781;ARUBA NETWORKS INC;Aruba Networks, Inc.;ARNET
176840;RING ENERGY INC;Ring Energy Inc.;BLNCAC
176928;BROADRIDGE FINANCIAL SOLUTNS INC;;
177009;FIRST BANK;First Bank (New Jersey);FBANUS
177099;MONOTYPE IMAGING HOLDINGS INC;Monotype Imaging Holdings Inc;AGMON
177108;CINEMARK HOLDINGS INC;Cinemark Holdings Inc;CNMKHL
177109;C A I INTERNATIONAL INC;;
177111;TECHTARGET INC;TechTarget Inc;TECHTG
177127;SHORETEL INC;ShoreTel Inc.;SHORET
177179;CELLULAR BIOMEDICINE GROUP INC;Cellular Biomedicine Group Inc.;ROYSH
177216;PENNANTPARK INVESTMENT CORP;;
177225;CAVIUM INC;Cavium Inc;CAVUMN
177227;INSULET CORP;;
177255;J M P GROUP INC;;
177256;ENERNOC INC;EnerNOC, Inc.;ENERNI
177257;INFINERA CORP;;
177300;BENEFICIAL MUTUAL BANCORP INC;Beneficial Bancorp, Inc.;BMBCRP
177313;AEGERION PHARMACEUTICALS INC;Aegerion Pharmaceuticals, Inc.;AEGPHI
177376;DISCOVER FINANCIAL SERVICES;Discover Financial Services Inc;DISCFS
177429;SOLERA HOLDINGS INC;Solera Holdings, Inc.;SLRHLD
177637;A M C ENTERTAINMENT HOLDINGS INC;;
177640;TIPTREE FINANCIAL INC;Tiptree Inc.;TIFPLP
177744;P R O S HOLDINGS INC;;
177780;COMSCORE INC;comScore Inc.;COMSCR
177782;BLACKROCK KELSO CAPITAL CORP;;
177871;VIRTUSA CORP;Virtusa Corp;ERUNW
177881;MASIMO CORP;Masimo Corp;MSMCRP
177882;HHGREGG INC;hhgregg, Inc.;HHGREG
177884;CONCHO RESOURCES INC;Concho Resources Inc.;CNCHRI
177895;G T ADVANCED TECHNOLOGIES INC;;
177896;REX ENERGY CORP;;
177924;PHARMERICA CORP;KKR & Co. Inc.;KKR
177925;WABCO HOLDINGS INC;WABCO Holdings Inc;WBCWI
177930;ATHENAHEALTH INC;athenahealth Inc;ATHENH
177943;DICE HOLDINGS INC;DHI Group Inc.;ERTWEB
177953;ORBITZ WORLDWIDE INC;Orbitz Worldwide, Inc.;ORBWLD
177966;ALLISON TRANSMISSION HLDGS INC;;
177975;ZAGG INC;ZAGG Inc;AMRKH
178015;LULULEMON ATHLETICA INC;Lululemon Athletica Inc;LLLMAI
178081;MERCADOLIBRE INC;MercadoLibre;MERLIB
178083;VMWARE INC;VMware Inc.;VMWRE
178097;CUMBERLAND PHARMACEUTICALS INC;Cumberland Pharmaceuticals, Inc.;CUMBPI
178157;MIMEDX GROUP INC;MiMedx Group Inc.;ANXIN
178201;VITAMIN SHOPPE INC;Vitamin Shoppe Inc;VTMNSP
178310;TERADATA CORP DE;;
178327;CHINA X D PLASTICS CO LTD;California Water Service Group Holding;CWTR
178493;CONSTANT CONTACT INC;Constant Contact Inc.;ROVSOF
178507;M S C I INC;;
178519;L P L INVESTMENT HOLDINGS INC;;
178545;FIRST FINANCIAL NORTHWEST INC;First Financial Northwest, Inc.;FSTFNO
178672;C V R ENERGY;Calavo Growers Inc;CAVOGR
178698;A A C HOLDINGS INC;;
178703;PZENA INVESTMENT MANAGEMENT INC;Pzena Investment Management, Inc.;PAITMG
178704;ULTA SALON COSMETICS & FRAG INC;;
178767;NEUTRAL TANDEM INC;Inteliquent Inc.;NEUTTI
178797;AMERICAN PUBLIC EDUCATION INC;American Public Education, Inc.;AMPBED
178798;APPROACH RESOURCES INC;Approach Resources Inc.;APPRZS
178803;ENSIGN GROUP INC;The Ensign Group, Inc.;ENSGIT
178806;LUMBER LIQUIDATORS HOLDINGS INC;Lumber Liquidators Holdings Inc;LUMBLI
178823;UNITED INSURANCE HOLDINGS CORP;United Insurance Holdings Corp.;FMGACQ
178834;NORTHFIELD BANCORP INC;Northfield Bancorp Inc;NTHFLD
178865;RUBICON TECHNOLOGY INC;Rubicon Technology Inc.;RUBTEI
178870;SYNERGY RESOURCES CORP;SRC Energy Incorporated;BLSYPK
178973;TITAN MACHINERY INC;Titan Machinery Inc.;TITMAI
178976;K12 INC;K12 Inc.;KTWEL
179027;MEDASSETS INC;MedAssets Inc;MEDAST
179077;FORESTAR GROUP INC;Forestar Group Inc.;FGERT
179084;NETSUITE INC;NetSuite Inc;NETLDG
179094;DEL FRISCOS RESTAURANT GROUP INC;;
179132;ORION MARINE GROUP INC;Orion Group Holdings Inc;ORIOMG
179202;ECHOSTAR CORPORATION;EchoStar Corporation;ECSTR
179288;A H BELO CORP;;
179298;MERIDIAN INTERSTATE BANCORP INC;Meridian Bancorp, Inc.;MDNITB
179413;CARDIOVASCULAR SYSTEMS INC DEL;;
179437;AMERICAN WATER WORKS CO INC;American Water Works Company Incorporated;AWK
179438;ANACOR PHARMACEUTICALS INC;Anacor Pharmaceuticals Inc;ANACR
179441;CARDIONET INC;BioTelemetry Inc.;CRDNIN
179534;VISA INC;Visa Inc;VISA
179577;COLFAX CORP;;
179597;HERITAGE CRYSTAL CLEAN INC;Heritage Crystal Clean Inc;HCCION
179598;CELLDEX THERAPEUTICS INC;Celldex Therapeutics, Inc.;TCELSC
179621;PHILIP MORRIS INTERNATIONAL INC;Philip Morris International Inc.;PMINTL
179657;HILLENBRAND INC;Hillenbrand, Inc.;HININH
179666;LOGMEIN INC;LogMeIn Inc.;TRLBS
179671;CHEMOCENTRYX INC;ChemoCentryx, Inc.;CHMCNT
179686;ZOGENIX INC;Zogenix Inc.;ZOGENI
179690;SOLARWINDS INC;;
179700;DR PEPPER SNAPPLE GROUP INC;Keurig Dr Pepper Inc;DRPSG
179731;INSYS THERAPEUTICS INC;Insys Therapeutics Inc.;NPHRMN
179738;ENERGY RECOVERY INC;Energy Recovery Inc.;ERCVRI
179782;RESOLUTE ENERGY CORP;Resolute Energy Corp;RSLTEC
179819;QUANEX BUILDING PRODUCTS CORP;;
179840;FLUIDIGM CORP;;
179843;INTREPID POTASH INC;Intrepid Potash, Inc.;INPSH
179925;RACKSPACE HOSTING INC;Rackspace Hosting Inc;RACKSP
179957;ECHO GLOBAL LOGISTICS INC;Echo Global Logistics Inc.;ECHGLL
180016;M R C GLOBAL INC;;
180029;DIGITALGLOBE INC;DigitalGlobe Inc.;DIGLGL
180083;GRAND CANYON EDUCATION INC;Grand Canyon Education, Inc.;GCNYE
180109;MALVERN FEDERAL BANCORP INC;Malvern Bancorp, Inc.;MLVFOF
180167;SCRIPPS NETWORKS INTERACTIVE INC;Scripps Networks Interactive, Inc.;SCPNTW
180183;HOME BANCORP INC;Home Bancorp, Inc.;HOMBCP
180193;FIFTH STREET FINANCE CORP;;
180229;MISTRAS GROUP INC;MISTRAS Group, Inc.;MISTHC
180402;H S N INC NEW;;
180405;ACTIVISION BLIZZARD INC;Activision Blizzard Inc.;ACTVIS
180423;TREE COM INC;LendingTree Inc.;LENDTR
180466;JOHN BEAN TECHNOLOGIES CORP;;
180474;REXNORD CORP NEW;;
180483;BERRY PLASTICS GROUP INC;Berry Global Group Inc.;BERPLA
180562;ROADRUNNER TRANS SYSTEMS INC;;
180635;CLOUD PEAK ENERGY INC;Cloud Peak Energy Inc.;CLDPKE
180646;M Y R GROUP INC DE;;
180652;VERISK ANALYTICS INC;Verisk Analytics, Inc.;VRISKI
180698;ONCOGENEX PHARMACEUTICALS INC;;
180822;MASTECH HOLDINGS INC;Mastech Digital Inc.;MSECHT
180833;MEAD JOHNSON NUTRITION CO;Mead Johnson Nutrition Company;MEAJON
180905;ROSETTA STONE INC;Rosetta Stone Inc;FAIASL
180958;FIRST SAVINGS FINANCIAL GRP INC;;
181104;ALLSCRIPTS HEALTHCARE SOLNS INC;;
181269;GREEN PLAINS RENEWABLE ENERGY IN;;
181290;DIGIMARC CORP NEW;;
181515;ANCHOR BANCORP WA;;
181820;F S BANCORP INC;;
181931;CLEARWATER PAPER CORP;Clearwater Paper Corp.;CLWPAP
181989;U S SILICA HOLDINGS INC;U.S. Silica Holdings Inc.;USILIC
182112;BRIDGEPOINT EDUCATION INC;Bridgepoint Education Inc.;BEDCTI
182308;MEDIDATA SOLUTIONS INC;;
182383;TRANSCEPT PHARMACEUTICALS INC;Paratek Pharmaceuticals Inc.;NOVACE
182387;OPENTABLE INC;OpenTable, Inc.;OTABLE
182788;WALTER INVESTMENT MGMT CORP;;
183247;TERRITORIAL BANCORP INC;Territorial Bancorp Inc.;TEBANI
183257;CAREFUSION CORP;;
183283;ADDUS HOMECARE CORP;Addus HomeCare Corporation;ADDUHI
183322;THERAPEUTICSMD INC;TherapeuticsMD Inc.;CROFFE
183366;HYATT HOTELS CORP;;
183377;FORTINET INC;Fortinet Inc.;FORNT
183528;GAIN CAPITAL HOLDINGS INC;GAIN Capital Holdings Inc.;GCAPII
183581;KAR AUCTION SERVICES INC;KAR Auction Services, Inc.;KARHI
183593;OMEROS CORP;Omeros Corporation;OMERMS
183602;SORRENTO THERAPEUTICS INC;Sorrento Therapeutics Inc;QIKSOF
183640;IRIDIUM COMMUNICATIONS INC;Iridium Communications Inc.;GHLACC
183684;TEAM HEALTH HOLDINGS INC;Team Health Holdings Inc;TMHEA
183736;GENERAC HOLDINGS INC;Generac Holdings Inc.;GNRCPS
183826;STATE BANK FINANCIAL CORP;State Bank Financial Corp.;STBNKA
183903;CALIX INC;Calix Inc.;CALIXN
183920;A O L INC;;
183974;S P S COMMERCE INC;;
184009;FINANCIAL ENGINES INC;Financial Engines Inc;FIENG
184035;SEMGROUP CORP;SemGroup Corp.;SEMGL
184040;COBALT INTERNATIONAL ENERGY INC;Cobalt International Energy Inc.;COBIEL
184068;REACHLOCAL INC;ReachLocal Inc.;SKRSI
184101;TELENAV INC;TimkenSteel Corp.;TSTLZZ
184167;FIRST INTERSTATE BANCSYSTEM INC;First Interstate BancSystem Inc.;FSTIBS
184208;EVERYDAY HEALTH INC;Everyday Health Inc.;WTRFMI
184254;APOLLO GLOBAL MANAGEMENT LLC;Apollo Global Management LLC;APOLMN
184256;IRONWOOD PHARMACEUTICALS INC;Ironwood Pharmaceuticals Inc.;MICBI
184258;DOUGLAS DYNAMICS INC;Douglas Dynamics Inc.;DOUGDL
184259;S & W SEED CO;S&W Seed Company;SAWSEC
184263;QUINSTREET INC;QuinStreet Inc;QINST
184323;EXPRESS INC;Express Inc. ;GLHSMO
184392;GREEN DOT CORP;;
184442;OASIS PETROLEUM INC;Oasis Petroleum Inc.;OSSPET
184487;PERNIX THERAPEUTICS HLDGS INC;;
184498;NATIONSTAR MORTGAGE HOLDINGS INC;Nationstar Mortgage Holdings Inc.;CEHECL
184500;C B O E HOLDINGS INC;;
184514;BROADSOFT INC;BroadSoft Inc;BROSFT
184526;PRIMO WATER CORP;;
184542;GENMARK DIAGNOSTICS INC;GenMark Diagnostics Incorporated;GNMRDI
184551;MAXLINEAR INC;MaxLinear, Inc.;MXLNRI
184571;HIGHER ONE HOLDINGS INC;Higher One Holdings Inc.;HGHROI
184576;ENVESTNET INC;Envestnet Inc;ENVPMC
184603;QLIK TECHNOLOGIES INC;Qlik Technologies Inc;QLIKTI
184639;AEROFLEX HOLDING CORP;Aeroflex Holding Corp.;AFLXIN
184673;REALD INC;RealD Inc.;REALDU
184676;INTRALINKS HOLDINGS INC;Intralinks Holdings Inc;ITLKI
184689;GOLUB CAPITAL B D C INC;;
184700;FLEETCOR TECHNOLOGIES INC;FleetCor Technologies Inc;FLTCOR
184702;NEOPHOTONICS CORP;NeoPhotonics Corp;NEOPHC
184715;TANGOE INC;Tangoe Inc.;TANGOI
184748;QUAD GRAPHICS INC;Quad/Graphics Inc.;QUAGRA
184785;TOWER INTERNATIONAL INC;Tower International Inc;TOWAUT
184797;REALPAGE INC;RealPage, Inc.;RLPGI
184807;INTEGRYS ENERGY GROUP INC;Integrys Energy Group, Inc.;WPSRSS
184868;ERICKSON AIR CRANE INC;Erickson Inc.;ERKACR
184899;FIRST AMERICAN FINL CORP NEW;;
184961;FURIEX PHARMACEUTICALS INC;Furiex Pharmaceuticals, Inc.;FRXPI
184996;TESLA MOTORS INC;;
185112;INPHI CORP;Inphi Corporation;INPHC
185119;KEYW HOLDING CORP;;
185128;AMERESCO INC;Ameresco Inc;AEMRES
185138;VISHAY PRECISION GROUP INC;Vishay Precision Group Inc;VPRCGI
185180;INVENSENSE INC;InvenSense, Inc.;TJXQRS
185190;GORDMANS STORES INC;G-Estate Liquidation Stores Inc.;GORDMI
185194;BRAVO BRIO RESTAURANT GROUP INC;Bravo Brio Restaurant Group Inc.;BRVBRO
185195;VERA BRADLEY INC;Vera Bradley Inc.;VERBDI
185318;SWIFT TRANSPORTATION CO;Knight-Swift Transportation Holdings Inc;SWFTR
185334;PINNACLE FOODS INC;Pinnacle Foods Inc.;AURMBW
185337;CIVITAS SOLUTIONS INC;Civitas Solutions Inc;SRRUWJ
185344;GLOBAL BRASS & COPPER HLDGS INC;;
185363;DIAMOND RESORTS INTL INC;;
185370;WALKER & DUNLOP INC;WD-40 Company;WDFC
185372;BLACK DIAMOND INC;Clarus Corp;SQLFIN
185375;EVERTEC INC;EVERTEC Inc.;EVRTIN
185419;PACIFIC BIOSCIENCES CALIF INC;;
185428;ENDOCYTE INC;Endocyte Inc.;ENDOCI
185518;F X C M INC;;
185532;TARGA RESOURCES CORP;Targa Resources Corp.;TARGRI
185584;EXAMWORKS GROUP INC;ExamWorks Group Inc.;EXAMWI
185585;NEW MOUNTAIN FINANCE CORP;New Mountain Finance Corp.;NMTGRD
185624;SPIRIT AIRLINES INC;Spirit Airlines Inc.;SPRTAL
185645;G N C HOLDINGS INC;;
185646;CORNERSTONE ONDEMAND INC;Cornerstone OnDemand, Inc.;CYBRU
185733;TAL INTERNATIONAL GROUP INC;Triton International Ltd.;TALIGI
185797;HOWARD HUGHES CORP;The Howard Hughes Corp;SUMCO
185821;HORIZON TECHNOLOGY FINANCE CORP;Horizon Technology Finance Corp;HORITF
185824;BANKUNITED INC;BankUnited Inc.;BANKUN
185836;PACIRA PHARMACEUTICALS INC;Pacira Pharmaceuticals, Inc.;PACPHR
185881;BOOZ ALLEN HAMILTON HOLDING CORP;Booz Allen Hamilton Holding Corp.;BZALNH
185908;ACELRX PHARMACEUTICALS INC;AcelRx Pharmaceuticals Inc.;ACELPI
185921;RIGNET INC;RigNet Inc.;RIGNEI
185926;CTPARTNERS EXECUTIVE SEARCH INC;CTPartners Executive Search Inc.;CTIM
185980;HAWAIIAN TELCOM HOLDCO INC;Cincinnati Bell Inc;CINBEL
186045;SAGENT PHARMACEUTICALS INC;Sagent Pharmaceuticals Inc;SAGPHI
186129;SERVICESOURCE INTERNATIONAL INC;ServiceSource International Inc;SERILL
186159;SUPERNUS PHARMACEUTICALS INC;Supernus Pharmaceuticals Inc.;SUPPHI
186278;AIR LEASE CORP;Air Lease Corporation;ARLCFT
186288;BOINGO WIRELESS INC;Boingo Wireless Inc;BOINW
186308;R P X CORP;;
186310;HUNTINGTON INGALLS INDS INC;;
186342;LINKEDIN CORP;LinkedIn Corporation;LINKD
186344;FIRST CONNECTICUT BANCORP INC MD;;
186345;SKULLCANDY INC;Skullcandy Inc;SKULIN
186360;THERMON GROUP HOLDINGS INC;Thermon Group Holdings Inc;THERII
186392;SEAWORLD ENTERTAINMENT INC;SeaWorld Entertainment Inc.;BUSCEC
186428;EVERBANK FINANCIAL CORP;Teachers Insurance and Annuity Association - College Retirement Equities Fund;TINSAN
186520;PANDORA MEDIA INC;Pandora Media, Inc.;PNDRMD
186607;NEWLINK GENETICS CORP;;
186683;FUSION I O INC;;
186714;HOMEAWAY INC;HomeAway Inc;HMWYI
186773;SUNCOKE ENERGY INC;SunCoke Energy, Inc;SNCKEI
186858;ARAMARK HOLDINGS CORP;ARAMARK Corp;ARASRV
186955;ELLIE MAE INC;Ellie Mae Inc;ELLMAE
186960;CHEFS WAREHOUSE INC;The Chefs' Warehouse Inc;CHFWHL
186989;MARATHON PETROLEUM CORP;Marathon Petroleum Corp.;MARATA
186993;G S V CAPITAL CORP;;
187039;ZILLOW INC;Zillow Group Inc;ZILLOW
187041;FRANCESCAS HOLDINGS CORP;;
187105;WAGEWORKS INC;WageWorks Inc;WGWORK
187128;W P X ENERGY INC;;
187164;HOMESTREET INC;HomeStreet, Inc.;HMSTIN
187169;POWER SOLUTIONS INTL INC;;
187252;F C B FINANCIAL HOLDINGS INC;;
187253;REGIONAL MANAGEMENT CORP;Regional Management Corporation;REGIMC
187363;GROUPON INC;Groupon Inc.;GRPNIU
187406;A M C NETWORKS INC;;
187434;CARBONITE INC;Carbonite Inc.;XNRYOC
187450;ENPHASE ENERGY INC;Enphase Energy, Inc.;ENPHEI
187462;UBIQUITI NETWORKS INC;Ubiquiti Networks Inc;UBINET
187490;IMPERVA INC;Imperva Inc.;IMPRVI
187549;CAPITAL BANK FINANCIAL CORP;Capital Bank Financial Corp.;NAMFHI
187550;ASPEN AEROGELS INC;Aspen Aerogels Inc;ASPNAI
187575;TILLYS INC;Tilly's, Inc.;TILLYZ
187607;SILVER SPRING NETWORKS INC;Silver Spring Networks Inc.;SLVSPG
187631;MERRIMACK PHARMACEUTICALS INC;Merrimack Pharmaceuticals Inc;MERPHA
187653;ZELTIQ AESTHETICS INC;Allergan PLC;WTSNPH
187687;DEMANDWARE INC;Salesforce.com Inc ;SALESF
187692;RENEWABLE ENERGY GROUP INC;Renewable Energy Group, Inc.;REGROI
187696;PROTO LABS INC;PowerSecure International Inc.;MARCUS
187697;EPAM SYSTEMS INC;EPAM Systems, Inc.;EPARUS
187698;BONANZA CREEK ENERGY INC;Bonanza Creek Energy, Inc.;BNNZCE
187714;WESCO AIRCRAFT HOLDINGS INC;Wesco Aircraft Holdings, Inc.;WESAHC
187720;ARGOS THERAPEUTICS INC;Argos Therapeutics Inc;MRXBIO
187737;IGNITE RESTAURANT GROUP INC;Ignite Restaurant Group, Inc.;JCSHI
187739;VOCERA COMMUNICATIONS INC;Vocera Communications Inc;VOCCOM
187740;M A COM TECHNOLOGY SOLS HLDS INC;;
187766;E R A GROUP INC;;
187773;EXA CORP;;
187775;CHUYS HOLDINGS INC;;
187812;MATADOR RESOURCES CO;;
187833;FIESTA RESTAURANT GROUP INC;Fiesta Restaurant Group Inc;FIRGI
187959;BRIGHTCOVE INC;Brightcove Inc.;TVINTM
187961;LAREDO PETROLEUM HOLDINGS INC;Laredo Petroleum Inc.;LRDPI
187969;JIVE SOFTWARE INC;Aurea Software Inc.;LVJWOC
188155;ANGIES LIST INC;;
188157;BAZAARVOICE INC;Bazaarvoice Inc;BAZAAI
188255;FORTUNE BRANDS HOME & SECUR INC;;
188663;SANCHEZ ENERGY CORP;Sanchez Energy Corp.;SCHZGY
188855;CAFEPRESS INC;CafePress Inc.;CAFEPC
188856;J T H HOLDING INC;;
189490;EXELIS INC;Exelis Inc.;HBIFUU
189491;XYLEM INC;Xylem Inc.;XYLEIN
189517;ENOVA INTERNATIONAL INC;Enova International Inc.;ENCZSH
189567;MANNING & NAPIER INC;Manning & Napier Inc.;MANAP
190455;GUIDEWIRE SOFTWARE INC;Guidewire Software Inc.;GUSOFT
190580;CEMPRA INC;Melinta Therapeutics Inc;CMPXCT
190590;GENIE ENERGY LTD;Genie Energy Ltd;GZENGI
190856;TONIX PHARMACEUTICALS HLDG CORP;;
190959;LUMOS NETWORKS CORP;Lumos Networks Corp.;LUMWRK
190963;NATIONAL BANK HOLDINGS CORP;National Bank Holdings Corp.;NATBHC
191255;MARRIOTT VACATIONS WORLDWIDE COR;;
192255;ACADIA HEALTHCARE CO INC;;
192856;SYNAGEVA BIOPHARMA CORP;Synageva BioPharma Corp;AVIGEN
194255;VERASTEM INC;VeraStem, Inc.;HTUBYY
194956;VANTIV INC;Worldpay Inc.;FTBPS
196055;CLOVIS ONCOLOGY INC;Clovis Oncology, Inc.;CLOVOI
196159;P B F ENERGY INC;;
196160;BIOAMBER INC;BioAmber Inc.;BIOMBR
196268;YELP INC;Yelp Inc.;YELPU
197559;ENDURANCE INTL GROUP HLDGS INC;;
197956;ANNIES INC;Annie's, Inc.;ANHOM
199356;TRIPADVISOR INC;TripAdvisor Inc;TADVIS
199456;ROUNDYS INC;;
20672;ADEPTUS HEALTH INC;Adeptus Health Inc.;FCHCER
220487;LIFE TIME FITNESS INC;Life Time Fitness Inc;LIFTF
22461;ARCTIC CAT INC;Arctic Cat Inc;ARCTC
233491;MAGNACHIP SEMICONDUCTOR CORP;MagnaChip Semiconductor Ltd;MCSEM
245918;INTERNATIONAL GAME TECHNOLOGY;International Game Technology PLC;IGAM
258869;TRI POINTE HOMES INC;TRI Pointe Group Inc;TPHOMZ
260774;C B R E GROUP INC;;
260778;WELLCARE HEALTH PLANS INC;WellCare Health Plans Inc.;WLCARE
260893;BLACKBAUD INC;Blackbaud Inc;BLKBD
264265;ALNYLAM PHARMACEUTICALS INC;Alnylam Holding Company;ALYHLD
264385;NUVASIVE INC;NuVasive Inc;NUVASV
264387;ANGIODYNAMICS INC;AngioDynamics Inc;ANGDYN
264391;BLUE NILE INC;Blue Nile Inc.;BLNILE
264395;GREENHILL & CO INC;Greenhill & Co Inc;GREEH
264397;CARDTRONICS INC;Cardtronics PLC;CTRONC
264414;MOMENTA PHARMACEUTICALS INC;Momenta Pharmaceuticals Inc;MMNPHA
264416;ULTRA CLEAN HOLDINGS INC;Ultra Clean Holdings Inc;UCLNHL
264708;CABELAS INC;Cabela's Inc;CABELA
266214;COHEN & STEERS INC;Cohen & Steers, Inc.;CHNSTE
271794;HEARTWARE INTERNATIONAL INC;HeartWare International Inc.;HTWRE
271987;SUNSHINE HEART INC;CHF Solutions Inc.;SUNSHE
287462;FUTUREFUEL CORP;FutureFuel Corp;VCROYA
315318;PLATFORM SPECIALTY PRODUCTS CORP;Platform Specialty Products Corporation;PAHZZZ
61726;ADEPT TECHNOLOGY INC;Adept Technology Inc;ADTEC
65345;AMERICAN CAPITAL LTD;American Capital Ltd.;AMRCAP
